gene_symbol	standard_zscore	standard_zscore_abs	sample_rank_zscore	sample_rank_zscore_abs	cohort_robust_scale	cohort_robust_scale_abs	top50_all_methods
FAM129B	0.0058948854109668	0.0058948854109668	0.0049256143940104	0.0049256143940104	0.0071270536696011	0.0071270536696011	False
EMB	0.0058910967510509	0.0058910967510509	0.0059871067032886	0.0059871067032886	0.0055311258332697	0.0055311258332697	False
IRAK3	0.0058801371508444	0.0058801371508444	0.0060496287679699	0.0060496287679699	0.0051863084648598	0.0051863084648598	False
GIPC1	-0.0058748626090969	0.0058748626090969	-0.0047941653335801	0.0047941653335801	-0.0067070352667458	0.0067070352667458	False
EPHB1	-0.0058747342394651	0.0058747342394651	-0.005529086006163	0.005529086006163	-0.0071612533225514	0.0071612533225514	False
WDR89	-0.0058714962198979	0.0058714962198979	-0.0045227498366556	0.0045227498366556	-0.0079481259169213	0.0079481259169213	False
PTX3	0.0058665398170332	0.0058665398170332	0.0059167114706099	0.0059167114706099	0.0068619221432506	0.0068619221432506	False
AMPD2	-0.005840209292772	0.005840209292772	-0.0058308666894347	0.0058308666894347	-0.0063016244385458	0.0063016244385458	False
SH2B1	-0.0058301754126117	0.0058301754126117	-0.0056087050741221	0.0056087050741221	-0.0063279266569486	0.0063279266569486	False
RELA	-0.0058055695058163	0.0058055695058163	-0.0059606197966089	0.0059606197966089	-0.0060380245614777	0.0060380245614777	False
KCNK7	-0.0057894624282012	0.0057894624282012	-0.004788544952702	0.004788544952702	-0.0068815152660368	0.0068815152660368	False
RAB11FIP3	-0.0057874126234433	0.0057874126234433	-0.006265045489752	0.006265045489752	-0.0056529865340386	0.0056529865340386	False
EIF4EBP2	-0.0057847668681324	0.0057847668681324	-0.0055188642205778	0.0055188642205778	-0.0060716441539707	0.0060716441539707	False
RNASE3	0.005783471612853	0.005783471612853	0.0058185502959303	0.0058185502959303	0.0058226627465357	0.0058226627465357	False
GM2A	0.0057747806896186	0.0057747806896186	0.0065438965928362	0.0065438965928362	0.007622248667614	0.007622248667614	False
PPP2R2B	-0.0057741664846976	0.0057741664846976	-0.006327518925086	0.006327518925086	-0.0060568034543157	0.0060568034543157	False
TNFAIP6	0.005767196866057	0.005767196866057	0.0041464437637269	0.0041464437637269	0.0056007659302829	0.0056007659302829	False
ELMO1	-0.0057616833424287	0.0057616833424287	-0.0048400334078112	0.0048400334078112	-0.0076326769434873	0.0076326769434873	False
STMN3	-0.0057485525233238	0.0057485525233238	-0.0053527560633341	0.0053527560633341	-0.004982587012604	0.004982587012604	False
SLC44A1	0.0057260861731391	0.0057260861731391	0.0057056178545645	0.0057056178545645	0.006261043724849	0.006261043724849	False
SEC61A1	0.0057219215287151	0.0057219215287151	0.0063572377457611	0.0063572377457611	0.0067346784574061	0.0067346784574061	False
PRAF2	-0.0057215059526925	0.0057215059526925	-0.0044972099934804	0.0044972099934804	-0.0081631916646223	0.0081631916646223	False
TRANK1	-0.0057113007421253	0.0057113007421253	-0.0049097953987159	0.0049097953987159	-0.0053400949742759	0.0053400949742759	False
IL21R	-0.0056966859043177	0.0056966859043177	-0.0052803676445062	0.0052803676445062	-0.0055310304748624	0.0055310304748624	False
NMT2	-0.005689157555499	0.005689157555499	-0.0063040642770971	0.0063040642770971	-0.0052537216759651	0.0052537216759651	False
DCAF10	0.0056736343347348	0.0056736343347348	0.00535293424489	0.00535293424489	0.0059760145407822	0.0059760145407822	False
ETF1	0.0056516483200606	0.0056516483200606	0.0057901042370267	0.0057901042370267	0.0066928260832425	0.0066928260832425	False
PGM5	0.0056421732798938	0.0056421732798938	0.0049734266468083	0.0049734266468083	0.0091227086294087	0.0091227086294087	False
CEACAM8	0.0056388709219212	0.0056388709219212	0.0051707346043744	0.0051707346043744	0.0047988254216804	0.0047988254216804	False
F5	0.005634294586992	0.005634294586992	0.0055456033234721	0.0055456033234721	0.0049272792489671	0.0049272792489671	False
RSPH3	-0.0056336694921099	0.0056336694921099	-0.0055402132858103	0.0055402132858103	-0.0058078059726855	0.0058078059726855	False
CLEC4D	0.0056149596840019	0.0056149596840019	0.0055417005800833	0.0055417005800833	0.0047816279577606	0.0047816279577606	False
ZNF362	-0.0055987292033982	0.0055987292033982	-0.0059418736500636	0.0059418736500636	-0.0050944553111928	0.0050944553111928	False
PLBD1	0.005589082892955	0.005589082892955	0.0051933225529688	0.0051933225529688	0.0048052732475118	0.0048052732475118	False
CKAP4	0.0055829639639905	0.0055829639639905	0.0055280810800703	0.0055280810800703	0.0048525989501131	0.0048525989501131	False
ITGAM	0.0055784242300457	0.0055784242300457	0.0054244735040461	0.0054244735040461	0.0053406548191772	0.0053406548191772	False
GAPDH	0.0055730232789792	0.0055730232789792	0.0061502736415626	0.0061502736415626	0.0052457559875145	0.0052457559875145	False
FLT3	0.005565812580445	0.005565812580445	0.0057745758918038	0.0057745758918038	0.0081105915579619	0.0081105915579619	False
SEC31B	-0.0055655750123507	0.0055655750123507	-0.0053350666819308	0.0053350666819308	-0.0062424037911726	0.0062424037911726	False
GMEB2	-0.0055578073196631	0.0055578073196631	-0.0062863982717855	0.0062863982717855	-0.0078203046536737	0.0078203046536737	False
CLIC3	-0.0055493476271926	0.0055493476271926	-0.0055611802926343	0.0055611802926343	-0.0048813072643993	0.0048813072643993	False
WDR91	-0.0055464230838883	0.0055464230838883	-0.0037690232264711	0.0037690232264711	-0.0064383767735178	0.0064383767735178	False
SPCS1	-0.0055456503322311	0.0055456503322311	-0.0064272222831908	0.0064272222831908	-0.0065255525311733	0.0065255525311733	False
SLC7A6	-0.005545001583419	0.005545001583419	-0.0057158460537223	0.0057158460537223	-0.0046718293086086	0.0046718293086086	False
ASTE1	-0.0055411595713555	0.0055411595713555	-0.0048083502139837	0.0048083502139837	-0.0052074572243598	0.0052074572243598	False
MTA2	-0.0055335080636153	0.0055335080636153	-0.0054232508863099	0.0054232508863099	-0.0061249714353312	0.0061249714353312	False
ACAD10	-0.0055295484923541	0.0055295484923541	-0.0048553353215019	0.0048553353215019	-0.0063974056512055	0.0063974056512055	False
GADD45A	0.0055251647527572	0.0055251647527572	0.005864018516849	0.005864018516849	0.0049487154840187	0.0049487154840187	False
RGL1	0.0055187186514237	0.0055187186514237	0.0060386537530735	0.0060386537530735	0.0098575645903447	0.0098575645903447	False
CCDC146	-0.005511463910796	0.005511463910796	-0.0058834694888047	0.0058834694888047	-0.0061664471415929	0.0061664471415929	False
VCAN	0.0054989424713052	0.0054989424713052	0.0030046356059865	0.0030046356059865	0.0072355588686587	0.0072355588686587	False
C1QB	0.0054933807499927	0.0054933807499927	0.0056590650297139	0.0056590650297139	0.0057909910408492	0.0057909910408492	False
GRB10	0.0054885843009703	0.0054885843009703	0.0060970285831613	0.0060970285831613	0.0055499525571139	0.0055499525571139	False
RABGEF1	0.0054743704452031	0.0054743704452031	0.0060339731974771	0.0060339731974771	0.0054514896044096	0.0054514896044096	False
CDC42EP3	0.0054570557988244	0.0054570557988244	0.0051559364895298	0.0051559364895298	0.0051629722753409	0.0051629722753409	False
CYBB	0.0054512571475295	0.0054512571475295	0.0053436800683421	0.0053436800683421	0.0075142105982073	0.0075142105982073	False
DNAH1	-0.0054507262512345	0.0054507262512345	-0.0049844936268713	0.0049844936268713	-0.0073284247892131	0.0073284247892131	False
TNFAIP8L1	-0.0054475808951543	0.0054475808951543	-0.0061508747823488	0.0061508747823488	-0.0049358312907409	0.0049358312907409	False
PTGDS	-0.0054451037449793	0.0054451037449793	-0.0053849994522524	0.0053849994522524	-0.0059326559244594	0.0059326559244594	False
TTC5	-0.0054444824489202	0.0054444824489202	-0.0048645021385976	0.0048645021385976	-0.005841488613817	0.005841488613817	False
CD160	-0.0054425599911555	0.0054425599911555	-0.0057597870371164	0.0057597870371164	-0.0055629422314304	0.0055629422314304	False
METTL9	0.0054414222851595	0.0054414222851595	0.0052897457696993	0.0052897457696993	0.0047577803504889	0.0047577803504889	False
ZC3H12D	-0.0054356673087332	0.0054356673087332	-0.0045732284759188	0.0045732284759188	-0.0061191015728991	0.0061191015728991	False
ATF6B	-0.0054340718404729	0.0054340718404729	-0.0033516511404026	0.0033516511404026	-0.0061345227406797	0.0061345227406797	False
UBR4	0.0054289971209728	0.0054289971209728	0.0051758727233236	0.0051758727233236	0.0057684144619189	0.0057684144619189	False
ADAM9	0.0054244696313996	0.0054244696313996	0.0055387992854278	0.0055387992854278	0.0056139536674951	0.0056139536674951	False
SIK3	-0.0054215692047166	0.0054215692047166	-0.0048524108586455	0.0048524108586455	-0.0062192096302765	0.0062192096302765	False
SLC36A4	0.0054206421633756	0.0054206421633756	0.0058200588761325	0.0058200588761325	0.0060438951335357	0.0060438951335357	False
ZC3H7B	-0.0054166568481563	0.0054166568481563	-0.005000426977004	0.005000426977004	-0.0053618068211654	0.0053618068211654	False
TMEM204	-0.005415858496561	0.005415858496561	-0.0055828329224987	0.0055828329224987	-0.0059534944521159	0.0059534944521159	False
LDHA	0.0054106788801894	0.0054106788801894	0.0056471770362277	0.0056471770362277	0.0050920216263426	0.0050920216263426	False
ANXA3	0.0054080454018814	0.0054080454018814	0.0046631869452298	0.0046631869452298	0.0044208034350258	0.0044208034350258	False
FCAR	0.0054035157592027	0.0054035157592027	0.0054965987680983	0.0054965987680983	0.0048424922407382	0.0048424922407382	False
HMGB2	0.0054024566901864	0.0054024566901864	0.0055903223934413	0.0055903223934413	0.0049243243022389	0.0049243243022389	False
ACTR5	-0.0053872534505547	0.0053872534505547	-0.0055841276201322	0.0055841276201322	-0.0050801025828642	0.0050801025828642	False
CC2D1B	-0.0053862671941011	0.0053862671941011	-0.0039958302295855	0.0039958302295855	-0.0057868236813377	0.0057868236813377	False
SUSD1	0.0053778552405753	0.0053778552405753	0.0049348551926279	0.0049348551926279	0.0063676137047703	0.0063676137047703	False
TCTN1	-0.0053754446616141	0.0053754446616141	-0.0055318010269823	0.0055318010269823	-0.0053270700642294	0.0053270700642294	False
PASK	-0.0053748903895771	0.0053748903895771	-0.0054194957756436	0.0054194957756436	-0.0053195622526783	0.0053195622526783	False
HOMER3	0.0053680628307671	0.0053680628307671	0.0054193328773173	0.0054193328773173	0.0058445755482061	0.0058445755482061	False
ZCCHC3	-0.0053675521157682	0.0053675521157682	-0.0054570460384394	0.0054570460384394	-0.0057845510808506	0.0057845510808506	False
RETN	0.0053649875685822	0.0053649875685822	0.0058548277385474	0.0058548277385474	0.0047264387220095	0.0047264387220095	False
DZIP3	-0.0053633073335875	0.0053633073335875	-0.0057833924621137	0.0057833924621137	-0.0061293100458932	0.0061293100458932	False
PWP2	-0.0053628049439576	0.0053628049439576	-0.0056834885592226	0.0056834885592226	-0.0057363453294315	0.0057363453294315	False
PECAM1	-0.0053595665788269	0.0053595665788269	-0.0049051631902149	0.0049051631902149	-0.0060217319553591	0.0060217319553591	False
DCAF8	-0.0053560031595848	0.0053560031595848	-0.0031665044950295	0.0031665044950295	-0.0050507547885398	0.0050507547885398	False
SLC41A1	-0.0053545272408099	0.0053545272408099	-0.0054062305796513	0.0054062305796513	-0.006645805039981	0.006645805039981	False
MGST1	0.0053510239504421	0.0053510239504421	0.0050348967994571	0.0050348967994571	0.0064488139611151	0.0064488139611151	False
HK3	0.0053487247311037	0.0053487247311037	0.0056686668775722	0.0056686668775722	0.0048368610377576	0.0048368610377576	False
CXCR6	-0.0053452600633716	0.0053452600633716	-0.0058682611357738	0.0058682611357738	-0.0052201828984083	0.0052201828984083	False
SERPINB8	0.0053411351172572	0.0053411351172572	0.0059916644020073	0.0059916644020073	0.0056493041735913	0.0056493041735913	False
P4HB	0.0053401379256114	0.0053401379256114	0.0055642223023895	0.0055642223023895	0.0073160811328401	0.0073160811328401	False
CORO2A	0.005336960933314	0.005336960933314	0.0060782284946059	0.0060782284946059	0.0056039067002735	0.0056039067002735	False
BCL2A1	0.0053326656351585	0.0053326656351585	0.0047636222726663	0.0047636222726663	0.0048978065485964	0.0048978065485964	False
ABHD14B	-0.0053323576051892	0.0053323576051892	-0.0057288151456059	0.0057288151456059	-0.0054414746945436	0.0054414746945436	False
PPP1R9B	-0.0053294452715077	0.0053294452715077	-0.0053714568193921	0.0053714568193921	-0.0055580552516805	0.0055580552516805	False
UPP1	0.0053289891970427	0.0053289891970427	0.0057068393545276	0.0057068393545276	0.0048246385121843	0.0048246385121843	False
GATA3	-0.0053174480382161	0.0053174480382161	-0.0052389525578133	0.0052389525578133	-0.0050259795878943	0.0050259795878943	False
FAM43A	-0.0053170631196671	0.0053170631196671	-0.0048357331051776	0.0048357331051776	-0.0053072400455803	0.0053072400455803	False
EPB41L2	-0.005309408083127	0.005309408083127	-0.0055385275695591	0.0055385275695591	-0.0055779410596864	0.0055779410596864	False
CD40LG	-0.0052992231797478	0.0052992231797478	-0.005285210219223	0.005285210219223	-0.0062668426273458	0.0062668426273458	False
NCOA7	0.0052974464819243	0.0052974464819243	0.0054485910439651	0.0054485910439651	0.0076013835623487	0.0076013835623487	False
S100A8	0.0052958301974815	0.0052958301974815	0.0038064471665322	0.0038064471665322	0.0048857436397583	0.0048857436397583	False
UBOX5	-0.0052826361951538	0.0052826361951538	-0.0023528414560149	0.0023528414560149	-0.0054417717213886	0.0054417717213886	False
MFNG	-0.0052781061241433	0.0052781061241433	-0.005305168020192	0.005305168020192	-0.0051257181194391	0.0051257181194391	False
GCC1	-0.0052584049386282	0.0052584049386282	-0.0055073110585433	0.0055073110585433	-0.0050797008206203	0.0050797008206203	False
CAPG	0.0052515840717562	0.0052515840717562	0.0051858153521613	0.0051858153521613	0.0057266572922594	0.0057266572922594	False
VNN1	0.0052512206417124	0.0052512206417124	0.0061850116031728	0.0061850116031728	0.0050529824182262	0.0050529824182262	False
DVL2	-0.0052484306312432	0.0052484306312432	-0.004506305914737	0.004506305914737	-0.005507291303902	0.005507291303902	False
ANAPC16	-0.0052445616851477	0.0052445616851477	-0.0058653341234118	0.0058653341234118	-0.0069474984877267	0.0069474984877267	False
SAMSN1	0.0052445259295078	0.0052445259295078	0.0051243407111736	0.0051243407111736	0.0050425381659701	0.0050425381659701	False
CD55	0.0052348525997074	0.0052348525997074	0.0047204234969435	0.0047204234969435	0.0047178287252239	0.0047178287252239	False
ELANE	0.0052345561579535	0.0052345561579535	0.0059084013757096	0.0059084013757096	0.007057830386652	0.007057830386652	False
ARRDC2	-0.0052250975517027	0.0052250975517027	-0.005498233283596	0.005498233283596	-0.0047116477831438	0.0047116477831438	False
TIMP1	0.0052230176391664	0.0052230176391664	0.0048350400632898	0.0048350400632898	0.0051692790193833	0.0051692790193833	False
TRAPPC6A	-0.0052197152767941	0.0052197152767941	-0.0052079908138986	0.0052079908138986	-0.0060198826757203	0.0060198826757203	False
DEFA4	0.0052190796178328	0.0052190796178328	0.0042865260376077	0.0042865260376077	0.0045247755956041	0.0045247755956041	False
EPHA4	-0.0052188298852521	0.0052188298852521	-0.0053318743563835	0.0053318743563835	-0.0055343504393626	0.0055343504393626	False
CBFA2T3	-0.0052174231606054	0.0052174231606054	-0.0049034356144494	0.0049034356144494	-0.0055373077182131	0.0055373077182131	False
WHAMM	-0.0052168787592563	0.0052168787592563	-0.0051028383945149	0.0051028383945149	-0.0050596133851248	0.0050596133851248	False
ZFAT	-0.0052154778552599	0.0052154778552599	-0.0034520952133035	0.0034520952133035	-0.0059853953784822	0.0059853953784822	False
NT5DC3	0.0052118202160603	0.0052118202160603	0.0051679203980996	0.0051679203980996	0.0056736965519066	0.0056736965519066	False
MARCKSL1	-0.0052100018902007	0.0052100018902007	-0.004697406799874	0.004697406799874	-0.006110492327716	0.006110492327716	False
HP	0.0052061813794469	0.0052061813794469	0.0049242202616142	0.0049242202616142	0.0042256986388543	0.0042256986388543	False
CD96	-0.0052024523410222	0.0052024523410222	-0.0046789140894983	0.0046789140894983	-0.0046194234274559	0.0046194234274559	False
ZNF284	-0.0051998204514813	0.0051998204514813	-0.0048188112657111	0.0048188112657111	-0.0051195888046615	0.0051195888046615	False
IDH1	0.0051964360002023	0.0051964360002023	0.0052226620815777	0.0052226620815777	0.0062967025997529	0.0062967025997529	False
IL18BP	-0.0051909948584535	0.0051909948584535	-0.0049259762959306	0.0049259762959306	-0.0048810495715042	0.0048810495715042	False
HLA-DMB	-0.0051905842674161	0.0051905842674161	-0.0043448355785621	0.0043448355785621	-0.00472814717905	0.00472814717905	False
BRPF1	-0.0051884031942852	0.0051884031942852	-0.0046976420804867	0.0046976420804867	-0.0052622502817958	0.0052622502817958	False
MCTP1	0.0051824930880839	0.0051824930880839	0.0055483660324044	0.0055483660324044	0.0060843839233194	0.0060843839233194	False
IKZF2	-0.0051776596143146	0.0051776596143146	-0.006092417277491	0.006092417277491	-0.0052493120763584	0.0052493120763584	False
MARK3	0.0051739627292602	0.0051739627292602	0.004978990734643	0.004978990734643	0.0054864539635057	0.0054864539635057	False
MFSD1	0.0051730446426978	0.0051730446426978	0.0051966469802745	0.0051966469802745	0.0051889262056469	0.0051889262056469	False
EOMES	-0.0051700729085548	0.0051700729085548	-0.0048174009185906	0.0048174009185906	-0.0048699167560859	0.0048699167560859	False
ACTR1B	-0.0051666714570653	0.0051666714570653	-0.0043450288035518	0.0043450288035518	-0.0052429309274573	0.0052429309274573	False
RHOF	-0.0051656371396249	0.0051656371396249	-0.004850117028554	0.004850117028554	-0.0051622727802118	0.0051622727802118	False
PCYOX1L	-0.0051654969567959	0.0051654969567959	-0.0047976870713575	0.0047976870713575	-0.005342379099327	0.005342379099327	False
TMEM134	-0.0051650390573245	0.0051650390573245	-0.0046176327212602	0.0046176327212602	-0.0059787735491924	0.0059787735491924	False
LONRF3	0.0051647015820135	0.0051647015820135	0.0063855875935591	0.0063855875935591	0.0063992242349502	0.0063992242349502	False
MATK	-0.0051628881668761	0.0051628881668761	-0.0056398155217599	0.0056398155217599	-0.0051266175299809	0.0051266175299809	False
GYG1	0.0051624083626214	0.0051624083626214	0.0053053987982013	0.0053053987982013	0.0046282156129264	0.0046282156129264	False
NUDCD3	-0.0051585296851868	0.0051585296851868	-0.0055374771817224	0.0055374771817224	-0.005346142289203	0.005346142289203	False
SLC26A8	0.0051539468158301	0.0051539468158301	0.0057641640207121	0.0057641640207121	0.0051999035565592	0.0051999035565592	False
ME1	0.0051521813928249	0.0051521813928249	0.0042336501081213	0.0042336501081213	0.0074928512780306	0.0074928512780306	False
FLT3LG	-0.0051502998230583	0.0051502998230583	-0.0047676565201105	0.0047676565201105	-0.0049954477488116	0.0049954477488116	False
ACOT13	0.0051450597652406	0.0051450597652406	0.0055087081855395	0.0055087081855395	0.00574104513439	0.00574104513439	False
AGFG1	0.005142595574431	0.005142595574431	0.0056439851061846	0.0056439851061846	0.0051409759242912	0.0051409759242912	False
TFCP2	-0.0051402900857022	0.0051402900857022	-0.0053469246719813	0.0053469246719813	-0.0051454409794586	0.0051454409794586	False
CD5	-0.0051383614329902	0.0051383614329902	-0.0047454944644993	0.0047454944644993	-0.0045383523452909	0.0045383523452909	False
TNFAIP2	-0.005133033433923	0.005133033433923	-0.0053245258606381	0.0053245258606381	-0.0055906885189769	0.0055906885189769	False
SLC22A16	0.0051314065093899	0.0051314065093899	0.005425579608418	0.005425579608418	0.0059418323421243	0.0059418323421243	False
CDKN1C	-0.0051296746947758	0.0051296746947758	-0.0050154451847608	0.0050154451847608	-0.005228458628393	0.005228458628393	False
TAPBPL	-0.0051253998693854	0.0051253998693854	-0.0047075139726898	0.0047075139726898	-0.0055667470698546	0.0055667470698546	False
PLCG1	-0.0051238429774311	0.0051238429774311	-0.0056406019369927	0.0056406019369927	-0.0046195019545117	0.0046195019545117	False
JARID2	-0.0051207502562723	0.0051207502562723	-0.0049849408879269	0.0049849408879269	-0.0056041233274663	0.0056041233274663	False
SAT1	0.0051191891477198	0.0051191891477198	0.0048707873875907	0.0048707873875907	0.005806924432982	0.005806924432982	False
DHRS3	-0.0051183933249679	0.0051183933249679	-0.0053991375485965	0.0053991375485965	-0.0045019811790516	0.0045019811790516	False
CCDC50	-0.0051157842545588	0.0051157842545588	-0.00527238567585	0.00527238567585	-0.0053969684613254	0.0053969684613254	False
MAD1L1	-0.0051067914355641	0.0051067914355641	-0.0047089978244063	0.0047089978244063	-0.0050343396354529	0.0050343396354529	False
S100A12	0.0051051708439636	0.0051051708439636	0.0038155102270259	0.0038155102270259	0.0043680070256019	0.0043680070256019	False
OSBPL1A	0.0051049254814364	0.0051049254814364	0.0055112405313909	0.0055112405313909	0.0053039301336013	0.0053039301336013	False
CHD3	-0.0051045945228284	0.0051045945228284	-0.0046651862449343	0.0046651862449343	-0.0044880956858492	0.0044880956858492	False
CEP68	-0.0051041918694403	0.0051041918694403	-0.0049177304344576	0.0049177304344576	-0.0063523816628385	0.0063523816628385	False
PAN2	-0.0051008281070782	0.0051008281070782	-0.0051840171899284	0.0051840171899284	-0.0050162254524628	0.0050162254524628	False
TCEA2	-0.0051000300247146	0.0051000300247146	-0.0052967172113687	0.0052967172113687	-0.0054461191307917	0.0054461191307917	False
FAM102A	-0.0050910763041413	0.0050910763041413	-0.004771554661679	0.004771554661679	-0.0046301375822739	0.0046301375822739	False
HEBP2	0.0050888327760304	0.0050888327760304	0.0049605950997278	0.0049605950997278	0.0047712553520149	0.0047712553520149	False
BAHD1	-0.005088131883088	0.005088131883088	-0.0045073662394023	0.0045073662394023	-0.0055094722069084	0.0055094722069084	False
PPARG	0.0050848885795928	0.0050848885795928	0.0041977814631465	0.0041977814631465	0.0060188989189652	0.0060188989189652	False
ADCY3	0.0050848044104355	0.0050848044104355	0.0058090520796789	0.0058090520796789	0.0062261313500721	0.0062261313500721	False
PYGL	0.0050829856466561	0.0050829856466561	0.004694535804471	0.004694535804471	0.0044333964495653	0.0044333964495653	False
CTRL	-0.0050807634266487	0.0050807634266487	-0.0040421270091911	0.0040421270091911	-0.0058681416649462	0.0058681416649462	False
FCER1A	-0.0050775263507305	0.0050775263507305	-0.0049616279754769	0.0049616279754769	-0.0046021256111392	0.0046021256111392	False
LLGL2	-0.005076891079831	0.005076891079831	-0.0048617490482634	0.0048617490482634	-0.0056116238351147	0.0056116238351147	False
ATXN7L3B	-0.0050767178341076	0.0050767178341076	-0.0052010978512263	0.0052010978512263	-0.0056286533014888	0.0056286533014888	False
GPR84	0.005075022834316	0.005075022834316	0.0054108937787704	0.0054108937787704	0.0046182237074223	0.0046182237074223	False
FBN2	0.005074569530291	0.005074569530291	0.0050645229377076	0.0050645229377076	0.0065235341130569	0.0065235341130569	False
HPSE	0.0050741548864592	0.0050741548864592	0.0049582114502308	0.0049582114502308	0.0056881281906239	0.0056881281906239	False
ZNF646	-0.0050729728045756	0.0050729728045756	-0.0043043555553676	0.0043043555553676	-0.0057346071741386	0.0057346071741386	False
FBXO42	-0.0050708394230122	0.0050708394230122	-0.0042056308057089	0.0042056308057089	-0.0045800594568154	0.0045800594568154	False
PLCD1	-0.0050700557769326	0.0050700557769326	-0.0039519177760542	0.0039519177760542	-0.0053053831042521	0.0053053831042521	False
