method	strategy	preprocessing_method	external_reference_strategy	calibration_method	evaluation_type	dataset_id	bin	n	mean_predicted	observed_fraction	bin_min	bin_max
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	none	external	GSE28750	(0.9, 1.0]	8	0.9998879645550726	1.0	0.9	1.0
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	none	external	GSE95233	(-0.001, 0.1]	20	0.00810055241130526	0.0	-0.001	0.1
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	none	external	GSE95233	(0.1, 0.2]	1	0.1308766593956438	0.0	0.1	0.2
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	none	external	GSE95233	(0.2, 0.3]	1	0.245957564913929	0.0	0.2	0.3
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	none	external	GSE95233	(0.8, 0.9]	1	0.8644158437864887	1.0	0.8	0.9
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	none	external	GSE95233	(0.9, 1.0]	50	0.9992856913200715	1.0	0.9	1.0
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE154918	(0.1, 0.2]	9	0.16352481655241047	0.0	0.1	0.2
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE154918	(0.2, 0.3]	13	0.2372220353941414	0.0	0.2	0.3
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE154918	(0.3, 0.4]	15	0.3381543055200583	0.06666666666666667	0.3	0.4
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE154918	(0.4, 0.5]	2	0.4731400302207461	0.0	0.4	0.5
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE154918	(0.5, 0.6]	2	0.5502805412386722	0.5	0.5	0.6
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE154918	(0.6, 0.7]	2	0.64670862569904	0.5	0.6	0.7
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE154918	(0.7, 0.8]	3	0.7817788244983103	1.0	0.7	0.8
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE154918	(0.8, 0.9]	4	0.8296490586815305	1.0	0.8	0.9
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE154918	(0.9, 1.0]	29	0.9656339109926899	1.0	0.9	1.0
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE28750	(-0.001, 0.1]	5	0.07626595516802064	0.0	-0.001	0.1
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE28750	(0.1, 0.2]	10	0.14623461374244018	0.0	0.1	0.2
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE28750	(0.2, 0.3]	4	0.20478208202787482	0.0	0.2	0.3
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE28750	(0.3, 0.4]	1	0.3081702410811854	0.0	0.3	0.4
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE28750	(0.6, 0.7]	1	0.6059357933447631	1.0	0.6	0.7
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE28750	(0.7, 0.8]	1	0.7661872911331132	1.0	0.7	0.8
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE28750	(0.9, 1.0]	8	0.993339318908096	1.0	0.9	1.0
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE95233	(-0.001, 0.1]	7	0.041165079162498716	0.0	-0.001	0.1
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE95233	(0.1, 0.2]	7	0.1476229086248372	0.0	0.1	0.2
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE95233	(0.2, 0.3]	2	0.2400284227882568	0.0	0.2	0.3
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE95233	(0.3, 0.4]	4	0.3394253905802743	0.0	0.3	0.4
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE95233	(0.4, 0.5]	1	0.4882698202608313	0.0	0.4	0.5
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE95233	(0.5, 0.6]	1	0.5643967344005161	0.0	0.5	0.6
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE95233	(0.8, 0.9]	2	0.8471123729227963	1.0	0.8	0.9
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	sample_wise_rank_then_training_only	sigmoid	external	GSE95233	(0.9, 1.0]	49	0.9949070057738688	1.0	0.9	1.0
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	training_fold_only	isotonic	internal_cv	GSE65682	(-0.001, 0.1]	41	0.0	0.0	-0.001	0.1
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	training_fold_only	isotonic	internal_cv	GSE65682	(0.1, 0.2]	1	0.1463077325162943	0.0	0.1	0.2
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	training_fold_only	isotonic	internal_cv	GSE65682	(0.8, 0.9]	1	0.8128602405682196	1.0	0.8	0.9
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	training_fold_only	isotonic	internal_cv	GSE65682	(0.9, 1.0]	50	1.0	1.0	0.9	1.0
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	training_fold_only	none	internal_cv	GSE65682	(-0.001, 0.1]	42	0.00018700967729084493	0.0	-0.001	0.1
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	training_fold_only	none	internal_cv	GSE65682	(0.6, 0.7]	1	0.6326652771943411	1.0	0.6	0.7
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	training_fold_only	none	internal_cv	GSE65682	(0.9, 1.0]	50	0.9976374080260284	1.0	0.9	1.0
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	training_fold_only	sigmoid	internal_cv	GSE65682	(-0.001, 0.1]	39	0.02159115006199001	0.0	-0.001	0.1
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	training_fold_only	sigmoid	internal_cv	GSE65682	(0.1, 0.2]	3	0.1614279158870948	0.0	0.1	0.2
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	training_fold_only	sigmoid	internal_cv	GSE65682	(0.7, 0.8]	1	0.7066455595092942	1.0	0.7	0.8
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	training_fold_only	sigmoid	internal_cv	GSE65682	(0.8, 0.9]	1	0.8134123377782885	1.0	0.8	0.9
sample_rank_zscore	sample_rank_zscore	sample_rank_zscore	training_fold_only	sigmoid	internal_cv	GSE65682	(0.9, 1.0]	49	0.9834500631354285	1.0	0.9	1.0
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	isotonic	internal_cv	GSE65682	(-0.001, 0.1]	41	0.0	0.0	-0.001	0.1
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	isotonic	internal_cv	GSE65682	(0.1, 0.2]	1	0.1080297833020913	0.0	0.1	0.2
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	isotonic	internal_cv	GSE65682	(0.7, 0.8]	1	0.7542539062405706	1.0	0.7	0.8
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	isotonic	internal_cv	GSE65682	(0.9, 1.0]	50	1.0	1.0	0.9	1.0
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	none	internal_cv	GSE65682	(-0.001, 0.1]	42	0.00024919072351313877	0.0	-0.001	0.1
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	none	internal_cv	GSE65682	(0.6, 0.7]	1	0.654577700441162	1.0	0.6	0.7
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	none	internal_cv	GSE65682	(0.9, 1.0]	50	0.9985726025875146	1.0	0.9	1.0
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	sigmoid	internal_cv	GSE65682	(-0.001, 0.1]	40	0.023778405453851143	0.0	-0.001	0.1
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	sigmoid	internal_cv	GSE65682	(0.1, 0.2]	1	0.1731208026012518	0.0	0.1	0.2
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	sigmoid	internal_cv	GSE65682	(0.2, 0.3]	1	0.218218962389893	0.0	0.2	0.3
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	sigmoid	internal_cv	GSE65682	(0.7, 0.8]	1	0.7029693318816251	1.0	0.7	0.8
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	sigmoid	internal_cv	GSE65682	(0.8, 0.9]	1	0.8496805968203924	1.0	0.8	0.9
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_fold_only	sigmoid	internal_cv	GSE65682	(0.9, 1.0]	49	0.9822621427090448	1.0	0.9	1.0
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	isotonic	external	GSE154918	(-0.001, 0.1]	79	0.0	0.4936708860759494	-0.001	0.1
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	isotonic	external	GSE28750	(-0.001, 0.1]	30	0.0	0.3333333333333333	-0.001	0.1
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	isotonic	external	GSE95233	(-0.001, 0.1]	73	0.0	0.6986301369863014	-0.001	0.1
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	none	external	GSE154918	(-0.001, 0.1]	79	8.359729642328246e-35	0.4936708860759494	-0.001	0.1
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	none	external	GSE28750	(-0.001, 0.1]	30	1.001815635971987e-06	0.3333333333333333	-0.001	0.1
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	none	external	GSE95233	(-0.001, 0.1]	73	6.481086237111124e-06	0.6986301369863014	-0.001	0.1
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	sigmoid	external	GSE154918	(-0.001, 0.1]	79	1.2983627656782131e-14	0.4936708860759494	-0.001	0.1
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	sigmoid	external	GSE28750	(-0.001, 0.1]	30	0.0027249089686604572	0.3333333333333333	-0.001	0.1
standard_zscore_train_only	standard_zscore_train_only	standard_zscore	training_only	sigmoid	external	GSE95233	(-0.001, 0.1]	73	0.009849820400342477	0.6986301369863014	-0.001	0.1
