task_id	task_name	train_dataset	test_dataset	reference_size	reference_fraction	repeat	n_samples	n_positive	n_negative	strategy	preprocessing_method	external_reference_strategy	roc_auc	average_precision	balanced_accuracy	brier_score	predicted_positive_rate	median_score_negative	median_score_positive
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	18	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9313725490196079	0.08146090810006301	0.6027397260273972	6.704174735225216e-09	0.9806266986558351
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	19	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9215686274509804	0.08256444549504804	0.589041095890411	5.963959366936011e-08	0.9741541861409846
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	20	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9313725490196079	0.06814990420612756	0.6027397260273972	8.695348697584572e-07	0.9764344679532269
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	21	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.8333333333333333	0.18682892514032237	0.4657534246575342	1.8680505531606718e-10	0.8214382800843243
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	22	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9705882352941176	0.037864784513630234	0.6575342465753424	8.552082395399047e-07	0.9988437959911649
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	23	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.892156862745098	0.11275261096269205	0.547945205479452	1.4800265427171397e-10	0.9751160735515422
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	24	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9509803921568627	0.05682409929352678	0.6301369863013698	1.2543053990553453e-06	0.9858025833779455
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	25	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9313725490196079	0.06945997985412408	0.6027397260273972	1.5085709168256456e-07	0.9807659816785592
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	26	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9607843137254901	0.03965574135255564	0.6438356164383562	1.9279634572441684e-08	0.9994513568545171
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	27	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9705882352941176	0.029991663183678262	0.6575342465753424	5.153260417975764e-06	0.9960684955785646
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	28	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.7843137254901961	0.2501116802225045	0.3972602739726027	6.924574234932624e-13	0.6539971020306939
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	29	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9411764705882353	0.07895185083401543	0.6164383561643836	5.524410491282773e-10	0.9940495942829891
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	30	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.803921568627451	0.2365678661195207	0.4246575342465753	3.9909364931664606e-12	0.6316076055968939
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	31	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9509803921568627	0.04724925826674011	0.6301369863013698	5.999786673402909e-08	0.9978049471024063
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	32	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9803921568627452	0.014696476364799581	0.6712328767123288	5.260490589411552e-05	0.9995563026684963
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	33	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9901960784313726	0.0070195955457779	0.684931506849315	3.2978254161295385e-05	0.9999062423029924
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	34	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9803921568627452	0.03185289410295622	0.6712328767123288	3.0364670724907005e-07	0.9998108128934364
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	35	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9117647058823529	0.0901676404005675	0.5753424657534246	8.955910448189029e-08	0.9531871633098754
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	36	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9901960784313726	0.012937355811206551	0.684931506849315	1.515995625954584e-05	0.9997235247486395
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	37	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9607843137254901	0.03536082437459582	0.6438356164383562	7.263571083744885e-07	0.9978764638014642
task_a	sepsis_or_shock_vs_healthy	GSE65682	GSE95233	10	0.136986301369863	38	73	51	22	robust_scale_external_adaptive_reference_subset	cohort_robust_scale	external_subset_adaptive	1.0	1.0	0.9607843137254901	0.04131343464324829	0.6438356164383562	3.7111863659805236e-07	0.9976892733887326
