task_id	task_name	method	strategy	preprocessing_method	external_reference_strategy	evaluation_type	dataset_id	threshold_type	n_samples	n_positive	n_negative	threshold	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	balanced_accuracy	observed_positive_rate	predicted_positive_rate
task_a	sepsis_or_shock_vs_healthy	robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	external_cohort_adaptive	external	GSE154918	default_0_5	79	39	40	0.5	36	39	1	3	0.9230769230769231	0.975	0.972972972972973	0.9285714285714286	0.9490384615384615	0.4936708860759494	0.46835443037974683
task_a	sepsis_or_shock_vs_healthy	robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	external_cohort_adaptive	external	GSE154918	train_cv_optimal	79	39	40	0.6921450494790697	36	40	0	3	0.9230769230769231	1.0	1.0	0.9302325581395349	0.9615384615384616	0.4936708860759494	0.45569620253164556
task_a	sepsis_or_shock_vs_healthy	robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	external_cohort_adaptive	external	GSE28750	default_0_5	30	10	20	0.5	10	20	0	0	1.0	1.0	1.0	1.0	1.0	0.3333333333333333	0.3333333333333333
task_a	sepsis_or_shock_vs_healthy	robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	external_cohort_adaptive	external	GSE28750	train_cv_optimal	30	10	20	0.6921450494790697	10	20	0	0	1.0	1.0	1.0	1.0	1.0	0.3333333333333333	0.3333333333333333
task_a	sepsis_or_shock_vs_healthy	robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	external_cohort_adaptive	external	GSE95233	default_0_5	73	51	22	0.5	47	22	0	4	0.9215686274509803	1.0	1.0	0.8461538461538461	0.9607843137254901	0.6986301369863014	0.6438356164383562
task_a	sepsis_or_shock_vs_healthy	robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	external_cohort_adaptive	external	GSE95233	train_cv_optimal	73	51	22	0.6921450494790697	45	22	0	6	0.8823529411764706	1.0	1.0	0.7857142857142857	0.9411764705882353	0.6986301369863014	0.6164383561643836
task_a	sepsis_or_shock_vs_healthy	robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	training_fold_only	internal_cv	GSE65682	default_0_5	93	51	42	0.5	51	42	0	0	1.0	1.0	1.0	1.0	1.0	0.5483870967741935	0.5483870967741935
task_a	sepsis_or_shock_vs_healthy	robust_scale_external_adaptive	robust_scale_external_adaptive	cohort_robust_scale	training_fold_only	internal_cv	GSE65682	train_cv_optimal	93	51	42	0.6921450494790697	51	42	0	0	1.0	1.0	1.0	1.0	1.0	0.5483870967741935	0.5483870967741935
task_a	sepsis_or_shock_vs_healthy	robust_scale_train_only	robust_scale_train_only	cohort_robust_scale	training_fold_only	internal_cv	GSE65682	default_0_5	93	51	42	0.5	51	42	0	0	1.0	1.0	1.0	1.0	1.0	0.5483870967741935	0.5483870967741935
task_a	sepsis_or_shock_vs_healthy	robust_scale_train_only	robust_scale_train_only	cohort_robust_scale	training_fold_only	internal_cv	GSE65682	train_cv_optimal	93	51	42	0.6921450494790697	51	42	0	0	1.0	1.0	1.0	1.0	1.0	0.5483870967741935	0.5483870967741935
